a,b,c,d,e,f,g,h,i,j,class
0.363,0.046,0.048,0.229,0.408,0.209,0.724,0.161,0.742,0.957,1
0.527,0.627,0.288,0.891,0.54,0.785,0.439,0.149,0.498,0.196,0
0.629,0.517,0.917,0.944,0.263,0.765,0.763,0.112,0.239,0.274,1
0.079,0.405,0.877,0.127,0.274,0.201,0.397,0.551,0.469,0.543,0
0.779,0.783,0.026,0.558,0.335,0.392,0.734,0.379,0.92,0.767,1
0.611,0.674,0.469,0.694,0.906,0.284,0.961,0.183,0.616,0.726,1
0.99,0.737,0.733,0.173,0.158,0.697,0.408,0.646,0.059,0.603,0
0.793,0.721,0.941,0.836,0.558,0.466,0.9,0.187,0.892,0.037,0
0.049,0.284,0.949,0.862,0.507,0.644,0.172,0.555,0.888,0.546,0
0.382,0.046,0.297,0.095,0.908,0.115,0.383,0.654,0.346,0.268,1
0.026,0.283,0.099,0.024,0.234,0.786,0.859,0.15,0.499,0.691,0
0.535,0.661,0.284,0.044,0.892,0.295,0.291,0.082,0.575,0.188,1
0.602,0.873,0.854,0.815,0.419,0.953,0.807,0.171,0.548,0.003,1
0.455,0.486,0.081,0.039,0.627,0.335,0.33,0.133,0.575,0.023,0
0.501,0.368,0.454,0.272,0.51,0.129,0.553,0.338,0.666,0.874,1
0.162,0.719,0.044,0.733,0.134,0.278,0.183,0.455,0.406,0.381,0
0.205,0.9,0.884,0.86,0.108,0.678,0.858,0.109,0.913,0.534,1
0.75,0.912,0.657,0.729,0.449,0.104,0.34,0.838,0.411,0.899,1
0.838,0.042,0.747,0.645,0.088,0.484,0.61,0.932,0.958,0.182,0
0.022,0.658,0.783,0.299,0.818,0.599,0.84,0.862,0.648,0.239,1
0.983,0.925,0.726,0.933,0.907,0.993,0.379,0.341,0.49,0.408,0
0.316,0.433,0.743,0.423,0.224,0.726,0.84,0.768,0.526,0.995,0
0.859,0.452,0.747,0.989,0.165,0.766,0.064,0.22,0.381,0.952,0
0.865,0.859,0.508,0.012,0.204,0.821,0.043,0.088,0.058,0.685,1
0.897,0.328,0.461,0.103,0.891,0.277,0.945,0.915,0.058,0.685,0
0.995,0.766,0.682,0.133,0.113,0.99,0.072,0.197,0.82,0.97,0
0.006,0.968,0.517,0.283,0.2,0.538,0.373,0.061,0.88,0.254,0
0.813,0.192,0.348,0.967,0.942,0.282,0.948,0.092,0.538,0.313,1
0.982,0.051,0.302,0.818,0.561,0.416,0.454,0.48,0.015,0.05,1
0.231,0.075,0.002,0.777,0.459,0.131,0.968,0.787,0.138,0.13,0
0.479,0.026,0.509,0.157,0.406,0.331,0.748,0.661,0.359,0.774,1
0.056,0.971,0.766,0.685,0.655,0.695,0.008,0.985,0.2,0.449,0
0.324,0.391,0.552,0.933,0.959,0.362,0.54,0.755,0.159,0.664,0
0.41,0.181,0.497,0.498,0.093,0.11,0.394,0.365,0.231,0.018,1
0.494,0.421,0.799,0.31,0.141,0.015,0.936,0.588,0.705,0.061,1
0.671,0.635,0.203,0.024,0.526,0.749,0.942,0.799,0.342,0.82,0
0.764,0.282,0.838,0.2,0.23,0.142,0.333,0.753,0.137,0.389,1
0.235,0.121,0.123,0.683,0.742,0.759,0.496,0.375,0.691,0.822,1
0.413,0.56,0.538,0.1,0.463,0.744,0.311,0.551,0.149,0.226,1
0.091,0.713,0.219,0.867,0.652,0.4,0.486,0.868,0.41,0.071,1
0.039,0.964,0.447,0.029,0.17,0.89,0.546,0.504,0.641,0.601,0
0.25,0.206,0.157,0.691,0.741,0.158,0.924,0.205,0.033,0.555,0
0.112,0.497,0.74,0.709,0.35,0.611,0.499,0.788,0.672,0.489,0
0.595,0.066,0.046,0.164,0.259,0.893,0.298,0.609,0.497,0.783,1
0.814,0.34,0.811,0.183,0.874,0.292,0.057,0.763,0.868,0.024,0
0.375,0.778,0.124,0.867,0.323,0.137,0.877,0.852,0.669,0.554,0
0.69,0.796,0.338,0.107,0.948,0.905,0.454,0.404,0.76,0.186,0
0.499,0.965,0.386,0.769,0.7,0.967,0.302,0.356,0.472,0.81,1
0.221,0.557,0.772,0.008,0.013,0.94,0.275,0.019,0.217,0.208,1
0.953,0.584,0.946,0.139,0.469,0.931,0.322,0.136,0.6,0.88,0
0.575,0.214,0.277,0.081,0.123,0.252,0.123,0.256,0.288,0.986,0
0.036,0.877,0.267,0.144,0.352,0.967,0.766,0.703,0.767,0.988,1
0.444,0.82,0.177,0.562,0.148,0.584,0.249,0.609,0.935,0.224,1
0.671,0.36,0.782,0.368,0.908,0.66,0.895,0.304,0.277,0.331,1
0.009,0.876,0.787,0.813,0.71,0.203,0.988,0.307,0.286,0.351,1
0.22,0.196,0.448,0.281,0.613,0.077,0.118,0.174,0.877,0.136,0
0.949,0.642,0.796,0.54,0.687,0.114,0.836,0.633,0.132,0.285,1
0.175,0.04,0.354,0.112,0.207,0.496,0.033,0.963,0.473,0.811,1
0.679,0.235,0.086,0.801,0.576,0.882,0.237,0.786,0.104,0.584,0
0.501,0.7,0.239,0.763,0.381,0.181,0.77,0.055,0.412,0.353,1
0.214,0.163,0.057,0.046,0.254,0.283,0.548,0.692,0.159,0.855,1
0.131,0.527,0.437,0.561,0.98,0.472,0.93,0.092,0.606,0.575,1
0.771,0.297,0.393,0.514,0.287,0.438,0.987,0.541,0.554,0.137,1
0.41,0.893,0.304,0.866,0.78,0.066,0.151,0.064,0.019,0.187,0
0.036,0.095,0.178,0.129,0.173,0.9,0.253,0.565,0.063,0.836,0
0.298,0.898,0.685,0.176,0.271,0.043,0.732,0.978,0.141,0.937,1
0.201,0.453,0.584,0.042,0.928,0.215,0.843,0.891,0.939,0.59,0
0.292,0.577,0.332,0.439,0.413,0.557,0.897,0.159,0.482,0.097,0
0.655,0.639,0.63,0.544,0.495,0.935,0.918,0.113,0.104,0.965,0
0.071,0.89,0.287,0.884,0.377,0.843,0.75,0.807,0.698,0.172,0
0.129,0.071,0.775,0.478,0.611,0.79,0.189,0.915,0.649,0.735,1
0.239,0.681,0.555,0.823,0.204,0.093,0.751,0.825,0.213,0.3,0
0.914,0.933,0.547,0.73,0.437,0.854,0.119,0.576,0.838,0.362,0
0.705,0.862,0.339,0.166,0.37,0.469,0.798,0.348,0.886,0.635,0
0.665,0.333,0.067,0.629,0.548,0.742,0.037,0.589,0.395,0.299,0
0.574,0.031,0.715,0.403,0.534,0.395,0.958,0.242,0.032,0.577,0
0.056,0.381,0.091,0.912,0.013,0.641,0.505,0.117,0.85,0.608,0
0.274,0.293,0.452,0.751,0.68,0.879,0.942,0.98,0.883,0.983,0
0.071,0.59,0.804,0.619,0.774,0.315,0.824,0.043,0.842,0.755,0
0.046,0.303,0.409,0.531,0.383,0.327,0.559,0.479,0.524,0.839,1
0.734,0.466,0.489,0.324,0.35,0.424,0.653,0.446,0.827,0.493,1
0.946,0.131,0.85,0.0,0.852,0.107,0.918,0.988,0.677,0.138,1
0.857,0.613,0.167,0.366,0.504,0.061,0.875,0.781,0.135,0.219,0
0.999,0.378,0.233,0.004,0.848,0.524,0.578,0.539,0.76,0.206,1
0.517,0.954,0.516,0.613,0.987,0.728,0.38,0.778,0.004,0.48,0
0.086,0.133,0.723,0.418,0.116,0.612,0.936,0.368,0.969,0.716,0
0.564,0.138,0.787,0.945,0.409,0.711,0.009,0.877,0.542,0.33,1
0.831,0.467,0.397,0.289,0.943,0.663,0.17,0.822,0.838,0.004,0
0.552,0.804,0.213,0.059,0.984,0.047,0.65,0.144,0.059,0.522,1
0.004,0.132,0.16,0.823,0.23,0.013,0.414,0.756,0.091,0.744,0
0.927,0.279,0.804,0.178,0.156,0.662,0.086,0.005,0.409,0.667,1
0.27,0.01,0.405,0.716,0.319,0.561,0.712,0.499,0.557,0.9,0
0.485,0.566,0.925,0.384,0.663,0.897,0.367,0.918,0.925,0.38,0
0.381,0.01,0.708,0.81,0.697,0.994,0.793,0.271,0.078,0.563,1
0.288,0.741,0.934,0.216,0.009,0.454,0.088,0.394,0.894,0.406,0
0.372,0.405,0.624,0.91,0.947,0.815,0.676,0.205,0.663,0.348,1
0.321,0.866,0.258,0.264,0.282,0.711,0.178,0.162,0.508,0.356,0
0.794,0.831,0.089,0.293,0.447,0.6,0.132,0.512,0.825,0.405,1
0.954,0.747,0.04,0.994,0.645,0.18,0.853,0.292,0.307,0.689,0
0.975,0.383,0.97,0.317,0.086,0.826,0.071,0.901,0.318,0.264,0
0.08,0.559,0.976,0.53,0.4,0.477,0.445,0.197,0.35,0.94,0
0.375,0.49,0.958,0.173,0.928,0.414,0.694,0.65,0.58,0.275,1
0.083,0.412,0.574,0.661,0.896,0.464,0.546,0.871,0.811,0.367,1
0.528,0.451,0.784,0.31,0.362,0.644,0.331,0.899,0.176,0.765,0
0.818,0.531,0.41,0.786,0.807,0.827,0.272,0.454,0.322,0.512,0
0.094,0.061,0.686,0.562,0.355,0.899,0.33,0.338,0.804,0.007,0
0.269,0.557,0.692,0.507,0.506,0.542,0.804,0.121,0.922,0.119,0
0.555,0.195,0.684,0.215,0.382,0.728,0.086,0.148,0.021,0.316,1
0.93,0.629,0.448,0.039,0.601,0.398,0.099,0.338,0.762,0.238,1
0.097,0.254,0.742,0.721,0.986,0.001,0.526,0.056,0.363,0.927,1
0.933,0.137,0.282,0.302,0.153,0.403,0.855,0.907,0.855,0.021,1
0.169,0.745,0.232,0.571,0.247,0.122,0.926,0.217,0.174,0.691,0
0.392,0.235,0.679,0.235,0.619,0.822,0.547,0.991,0.35,0.883,1
0.691,0.701,0.841,0.87,0.796,0.102,0.378,0.318,0.697,0.993,1
0.56,0.384,0.447,0.266,0.693,0.564,0.244,0.741,0.046,0.086,1
0.697,0.382,0.581,0.273,0.73,0.47,0.48,0.75,0.326,0.131,0
0.478,0.725,0.204,0.238,0.334,0.13,0.672,0.328,0.391,0.068,0
0.578,0.358,0.944,0.057,0.638,0.952,0.175,0.989,0.715,0.67,0
0.844,0.827,0.468,0.894,0.551,0.863,0.065,0.349,0.667,0.318,1
0.478,0.513,0.982,0.285,0.08,0.599,0.374,0.05,0.746,0.77,0
0.066,0.148,0.901,0.176,0.014,0.059,0.092,0.27,0.051,0.575,0
0.532,0.121,0.833,0.847,0.267,0.834,0.55,0.795,0.482,0.099,0
0.41,0.774,0.995,0.211,0.878,0.652,0.434,0.043,0.139,0.036,1
0.085,0.906,0.157,0.271,0.297,0.584,0.162,0.473,0.126,0.982,1
0.345,0.296,0.116,0.144,0.084,0.765,0.326,0.531,0.219,0.437,1
0.8,0.752,0.208,0.783,0.189,0.655,0.598,0.126,0.45,0.295,1
0.745,0.323,0.123,0.474,0.722,0.924,0.209,0.038,0.137,0.6,1
0.172,0.935,0.303,0.547,0.442,0.847,0.265,0.705,0.795,0.238,0
0.471,0.513,0.954,0.288,0.283,0.45,0.897,0.119,0.703,0.428,0
0.035,0.313,0.851,0.948,0.527,0.165,0.152,0.147,0.864,0.924,1
0.65,0.605,0.726,0.016,0.704,0.745,0.223,0.548,0.841,0.05,0
0.051,0.88,0.293,0.001,0.667,0.63,0.689,0.145,0.292,0.895,1
0.768,0.549,0.427,0.879,0.043,0.683,0.575,0.232,0.446,0.934,0
0.814,0.932,0.58,0.171,0.844,0.859,0.282,0.85,0.444,0.096,1
0.827,0.684,0.053,0.186,0.47,0.68,0.255,0.137,0.065,0.473,0
0.6,0.851,0.135,0.332,0.53,0.196,0.94,0.506,0.486,0.464,1
0.459,0.309,0.869,0.304,0.136,0.957,0.17,0.312,0.314,0.301,1
0.5,0.277,0.109,0.606,0.552,0.946,0.855,0.601,0.368,0.239,1
0.071,0.183,0.56,0.099,0.136,0.217,0.527,0.662,0.409,0.85,1
0.134,0.397,0.033,0.56,0.767,0.993,0.304,0.218,0.314,0.475,1
0.002,0.859,0.897,0.257,0.05,0.917,0.486,0.155,0.979,0.666,0
0.547,0.204,0.02,0.979,0.281,0.522,0.013,0.017,0.361,0.869,1
0.968,0.89,0.41,0.384,0.448,0.621,0.341,0.459,0.118,0.783,0
0.597,0.472,0.211,0.969,0.02,0.004,0.184,0.445,0.207,0.671,0
0.598,0.7,0.159,0.383,0.746,0.341,1.0,0.295,0.979,0.774,1
0.87,0.703,0.961,0.496,0.716,0.242,0.393,0.613,0.924,0.592,0
0.285,0.305,0.52,0.534,0.802,0.848,0.521,0.765,0.566,0.61,1
0.767,0.887,0.744,0.618,0.516,0.246,0.636,0.273,0.135,0.341,1
0.211,0.927,0.908,0.799,0.395,0.012,0.718,0.851,0.212,0.172,0
0.518,0.137,0.616,0.394,0.227,0.469,0.718,0.463,0.72,0.72,1
0.235,0.577,0.121,0.946,0.2,0.458,0.037,0.454,0.572,0.539,1
0.15,0.362,0.545,0.764,0.693,0.533,0.188,0.769,0.798,0.172,0
0.069,0.212,0.223,0.707,0.433,0.608,0.509,0.288,0.488,0.424,1
0.491,0.748,0.44,0.227,0.743,0.969,0.774,0.416,0.121,0.608,1
0.888,0.056,0.674,0.872,0.799,0.431,0.224,0.753,0.046,0.096,1
0.966,0.307,0.583,0.889,0.773,0.751,0.391,0.808,0.382,0.578,0
0.196,0.314,0.185,0.307,0.771,0.415,0.423,0.12,0.253,0.881,0
0.831,0.293,0.757,0.089,0.885,0.445,0.957,0.916,0.71,0.424,1
0.891,0.095,0.198,0.353,0.8,0.205,0.914,0.508,0.601,0.007,0
0.326,0.262,0.345,0.306,0.077,0.934,0.746,0.738,0.203,0.322,0
0.838,0.93,0.998,0.766,0.908,0.273,0.623,0.501,0.617,0.235,0
0.691,0.326,0.405,0.055,0.365,0.917,0.001,0.643,0.822,0.506,0
0.832,0.989,0.427,0.245,0.023,0.879,0.281,0.021,0.666,0.371,0
0.618,0.846,0.404,0.869,0.939,0.645,0.519,0.147,0.294,0.406,0
0.925,0.791,0.003,0.045,0.526,0.278,0.631,0.288,0.916,0.52,1
0.564,0.439,0.284,0.14,0.353,0.168,0.254,0.709,0.997,0.935,1
0.229,0.143,0.166,0.924,0.029,0.902,0.415,0.307,0.768,0.616,1
0.631,0.204,0.332,0.572,0.277,0.719,0.602,0.226,0.312,0.849,1
0.276,0.007,0.651,0.757,0.272,0.026,0.898,0.159,0.317,0.926,1
0.781,0.455,0.518,0.241,0.255,0.56,0.229,0.174,0.236,0.85,0
0.243,0.369,0.502,0.405,0.814,0.515,0.575,0.654,0.516,0.483,0
0.74,0.757,0.41,0.33,0.907,0.256,0.549,0.922,0.112,0.317,1
0.117,0.957,0.86,0.64,0.922,0.183,0.152,0.986,0.217,0.478,0
0.698,0.491,0.932,0.221,0.513,0.583,0.423,0.894,0.5,0.611,0
0.89,0.418,0.59,0.419,0.919,0.083,0.942,0.257,0.389,0.236,0
0.844,0.814,0.971,0.809,0.751,0.699,0.503,0.75,0.341,0.699,1
0.477,0.541,0.757,0.716,0.278,0.754,0.401,0.197,0.415,0.9,1
0.807,0.731,0.467,0.284,0.038,0.258,0.222,0.252,0.791,0.783,0
0.349,0.261,0.308,0.857,0.624,0.602,0.793,0.082,0.653,0.286,1
0.073,0.682,0.305,0.692,0.184,0.929,0.534,0.822,0.563,0.938,0
0.26,0.942,0.541,0.888,0.515,0.645,0.66,0.128,0.442,0.354,0
0.823,0.296,0.274,0.461,0.451,0.919,0.476,0.955,0.781,0.064,0
0.804,0.837,0.898,0.413,0.855,0.322,0.972,0.18,0.262,0.75,1
0.453,0.026,0.186,0.475,0.476,0.684,0.31,0.961,0.175,0.695,1
0.065,0.648,0.205,0.413,0.122,0.979,0.501,0.892,0.629,0.04,0
0.355,0.658,0.809,0.386,0.38,0.539,0.485,0.898,0.719,0.311,1
0.48,0.08,0.123,0.295,0.155,0.885,0.082,0.91,0.924,0.662,1
0.621,0.41,0.495,0.988,0.228,0.073,0.166,0.787,0.747,0.532,0
0.811,0.221,0.376,0.44,0.072,0.651,0.556,0.407,0.198,0.738,0
0.378,0.685,0.102,0.018,0.148,0.418,0.004,0.9,0.024,0.905,0
0.659,0.132,0.539,0.795,0.961,0.475,0.744,0.895,0.392,0.278,1
0.877,0.649,0.87,0.33,0.319,0.621,0.034,0.097,0.313,0.457,1
0.138,0.254,0.169,0.172,0.546,0.377,0.451,0.977,0.748,0.511,0
0.869,0.081,0.958,0.286,0.548,0.312,0.804,0.154,0.412,0.502,0
0.158,0.357,0.81,0.743,0.881,0.759,0.75,0.457,0.996,0.856,1
0.013,0.199,0.677,0.715,0.998,0.882,0.503,0.615,0.633,0.135,0
0.641,0.795,0.71,0.28,0.365,0.389,0.539,0.867,0.979,0.263,0
0.283,0.408,0.431,0.519,0.086,0.602,0.922,0.218,0.159,0.966,1
0.295,0.71,0.062,0.738,0.84,0.999,0.693,0.943,0.137,0.134,0
0.021,0.31,0.133,0.156,0.65,0.915,0.741,0.546,0.808,0.881,1
0.95,0.944,0.571,0.737,0.971,0.118,0.3,0.181,0.897,0.498,1
0.226,0.322,0.942,0.737,0.523,0.703,0.548,0.688,0.745,0.918,1
0.258,0.014,0.9,0.643,0.982,0.478,0.285,0.403,0.915,0.71,0
0.987,0.815,0.626,0.185,0.864,0.944,0.673,0.5,0.487,0.118,1
0.027,0.836,0.117,0.819,0.958,0.607,0.006,0.153,0.506,0.976,1
0.267,0.175,0.757,0.916,0.703,0.058,0.74,0.619,0.941,0.242,0
0.872,0.279,0.222,0.872,0.074,0.759,0.528,0.658,0.259,0.733,0
0.135,0.415,0.483,0.129,0.296,0.234,0.079,0.312,0.621,0.752,0
0.237,0.274,0.005,0.711,0.033,0.777,0.652,0.284,0.615,0.292,0
0.562,0.953,0.085,0.923,0.72,0.614,0.414,0.13,0.963,0.151,1
0.735,0.881,0.618,0.963,0.058,0.238,0.124,0.533,0.424,0.917,1
0.122,0.232,0.169,0.038,0.771,0.705,0.771,0.307,0.286,0.331,1
0.265,0.247,0.149,0.012,0.24,0.811,0.548,0.855,0.632,0.617,0
0.966,0.545,0.767,0.324,0.945,0.732,0.087,0.313,0.013,0.295,0
0.977,0.493,0.827,0.84,0.905,0.288,0.605,0.451,0.515,0.95,1
0.725,0.398,0.411,0.572,0.938,0.341,0.235,0.178,0.592,0.853,0
0.326,0.525,0.592,0.005,0.843,0.781,0.389,0.3,0.267,0.36,1
0.879,0.219,0.573,0.92,0.687,0.739,0.023,0.177,0.459,0.069,0
0.468,0.162,0.613,0.841,0.927,0.386,0.265,0.345,0.447,0.301,1
0.443,0.815,0.469,0.516,0.106,0.683,0.277,0.424,0.74,0.903,1
0.413,0.838,0.562,0.726,0.967,0.685,0.868,0.393,0.78,0.767,1
0.007,0.852,0.28,0.7,0.343,0.302,0.925,0.12,0.339,0.667,0
0.542,0.655,0.765,0.493,0.783,0.399,0.821,0.917,0.414,0.396,1
0.744,0.535,0.922,0.73,0.568,0.409,0.212,0.995,0.739,0.394,1
0.869,0.217,0.596,0.189,0.908,0.403,0.797,0.515,0.221,0.331,1
0.698,0.697,0.621,0.662,0.544,0.232,0.808,0.649,0.137,0.415,0
0.88,0.177,0.571,0.92,0.717,0.197,0.726,0.965,0.345,0.55,1
0.408,0.013,0.29,0.618,0.699,0.361,0.81,0.015,0.449,0.611,0
0.067,0.451,0.885,0.632,0.323,0.644,0.409,0.934,0.25,0.143,0
0.316,0.001,0.865,0.903,0.697,0.035,0.426,0.546,0.868,0.747,0
0.517,0.345,0.93,0.772,0.602,0.119,0.323,0.213,0.219,0.016,1
0.139,0.754,0.438,0.045,0.019,0.2,0.844,0.308,0.279,0.733,1
0.611,0.03,0.156,0.629,0.187,0.895,0.318,0.461,0.023,0.983,0
0.895,0.611,0.142,0.86,0.911,0.626,0.971,0.357,0.075,0.346,0
0.919,0.532,0.568,0.773,0.24,0.399,0.149,0.183,0.295,0.592,1
0.998,0.273,0.758,0.792,0.616,0.414,0.324,0.136,0.869,0.926,0
0.593,0.897,0.305,0.004,0.592,0.257,0.462,0.458,0.587,0.617,0
0.378,0.038,0.072,0.218,0.068,0.72,0.493,0.507,0.399,0.458,0
0.681,0.502,0.069,0.658,0.677,0.558,0.733,0.512,0.553,0.327,1
0.58,0.667,0.359,0.836,0.782,0.044,0.544,0.968,0.431,0.892,0
0.899,0.715,0.551,0.56,0.179,0.871,0.754,0.293,0.477,0.514,1
0.024,0.886,0.865,0.894,0.446,0.078,0.597,0.585,0.21,0.19,1
0.171,0.844,0.666,0.901,0.919,0.179,0.008,0.365,0.61,0.819,0
0.458,0.809,0.299,0.202,0.42,0.519,0.393,0.918,0.345,0.374,0
0.366,0.592,0.978,0.198,0.281,0.575,0.917,0.91,0.031,0.432,0
0.533,0.155,0.4,0.479,0.523,0.708,0.206,0.333,0.463,0.065,0
0.592,0.165,0.067,0.406,0.986,0.212,0.572,0.025,0.85,0.764,1
0.564,0.955,0.681,0.121,0.853,0.039,0.633,0.567,0.311,0.599,0
0.38,0.349,0.143,0.753,0.357,0.188,0.337,0.515,0.959,0.728,1
0.072,0.416,0.601,0.165,0.263,0.967,0.893,0.15,0.416,0.86,1
0.711,0.514,0.399,0.047,0.984,0.815,0.074,0.275,0.944,0.148,0
0.321,0.329,0.588,0.71,0.273,0.421,0.71,0.892,0.565,0.093,1
0.829,0.487,0.542,0.456,0.394,0.385,0.72,0.773,0.292,0.983,0
0.56,0.503,0.527,0.635,0.667,0.417,0.243,0.406,0.898,0.203,0
0.611,0.322,0.765,0.539,0.541,0.347,0.06,0.224,0.87,0.593,0
0.88,0.172,0.889,0.669,0.173,0.225,0.019,0.23,0.815,0.728,1
0.911,0.631,0.835,0.923,0.251,0.911,0.884,0.513,0.13,0.207,1
0.355,0.68,0.593,0.466,0.29,0.62,0.619,0.164,0.539,0.524,0
0.514,0.108,0.702,0.084,0.152,0.003,0.41,0.761,0.985,0.801,0
0.525,0.06,0.478,0.031,0.581,0.491,0.201,0.428,0.184,0.313,0
0.62,0.194,0.309,0.292,0.935,0.418,0.066,0.917,0.81,0.356,1
0.886,0.055,0.783,0.766,0.633,0.889,0.359,0.932,0.528,0.334,1
0.117,0.569,0.734,0.89,0.844,0.823,0.497,0.893,0.441,0.091,1
0.622,0.642,0.26,0.529,0.083,0.454,0.165,0.747,0.233,0.841,1
0.575,0.325,0.805,0.813,0.502,0.778,0.229,0.841,0.874,0.8,1
0.691,0.894,0.243,0.256,0.609,0.935,0.591,0.501,0.619,0.821,1
0.183,0.27,0.269,0.512,0.055,0.547,0.384,0.1,0.966,0.1,1
0.09,0.589,0.854,0.248,0.463,0.331,0.398,0.366,0.669,0.385,1
0.159,0.727,0.879,0.657,0.808,0.404,0.874,0.4,0.392,0.684,1
0.053,0.447,0.316,0.646,0.268,0.326,0.15,0.259,0.592,0.862,1
0.495,0.844,0.601,0.918,0.893,0.01,0.376,0.32,0.121,0.304,1
0.42,0.802,0.991,0.716,0.445,0.051,0.128,0.033,0.406,0.653,0
0.191,0.063,0.835,0.461,0.842,0.715,0.901,0.899,0.262,0.59,1
0.82,0.61,0.245,0.006,0.69,0.308,0.988,0.109,0.86,0.648,1
0.29,0.604,0.061,0.316,0.258,0.836,0.561,0.62,0.038,0.955,1
0.375,0.417,0.628,0.077,0.199,0.851,0.409,0.06,0.194,0.04,0
0.426,0.763,0.551,0.316,0.657,0.791,0.991,0.311,0.153,0.972,0
0.58,0.934,0.951,0.335,0.167,0.157,0.844,0.562,0.064,0.301,0
0.662,0.652,0.121,0.237,0.909,0.589,0.448,0.892,0.066,0.454,0
0.439,0.72,0.689,0.389,0.496,0.308,0.924,0.373,0.849,0.271,0
0.925,0.997,0.97,0.592,0.19,0.161,0.964,0.461,0.821,0.493,1
0.501,0.286,0.802,0.109,0.357,0.092,0.264,0.117,0.459,0.27,1
0.318,0.971,0.862,0.689,0.278,0.078,0.59,0.308,0.203,0.438,1
0.2,0.162,0.802,0.156,0.718,0.2,0.404,0.868,0.245,0.488,0
0.883,0.35,0.384,0.026,0.395,0.633,0.59,0.395,0.173,0.391,1
0.663,0.958,0.12,0.033,0.105,0.761,0.577,0.285,0.952,0.909,1
0.932,0.284,0.165,0.757,0.749,0.339,0.058,0.21,0.886,0.487,1
0.711,0.413,0.487,0.854,0.961,0.479,0.636,0.334,0.019,0.885,1
0.263,0.439,0.199,0.123,0.637,0.09,0.991,0.916,0.269,0.372,0
0.646,0.34,0.021,0.154,0.675,0.82,0.536,0.137,0.362,0.252,1
0.911,0.393,0.889,0.476,0.327,0.548,0.584,0.382,0.943,0.071,1
0.064,0.132,0.724,0.809,0.665,0.93,0.436,0.114,0.013,0.401,1
0.852,0.648,0.74,0.371,0.32,0.494,0.288,0.391,0.413,0.825,0
0.199,0.058,0.573,0.401,0.259,0.637,0.803,0.184,0.909,0.409,0
0.573,0.721,0.911,0.227,0.041,0.444,0.034,0.682,0.769,0.348,1
0.123,0.023,0.157,0.811,0.627,0.793,0.986,0.895,0.117,0.173,0
0.389,0.565,0.278,0.257,0.885,0.538,0.146,0.719,0.397,0.825,0
0.403,0.175,0.412,0.461,0.713,0.571,0.122,0.523,0.343,0.585,0
0.416,0.346,0.349,0.396,0.406,0.126,0.767,0.998,0.219,0.737,0
0.926,0.362,0.226,0.954,0.097,0.15,0.89,0.252,0.634,0.086,0
0.9,0.193,0.177,0.641,0.412,0.664,0.388,0.619,0.037,0.577,0
0.928,0.623,0.85,0.274,0.753,0.638,0.467,0.532,0.719,0.119,1
0.111,0.549,0.682,0.649,0.132,0.494,0.786,0.279,0.081,0.297,1
0.843,0.522,0.821,0.934,0.658,0.26,0.609,0.436,0.877,0.172,0
0.037,0.885,0.038,0.355,0.833,0.272,0.932,0.219,0.943,0.506,1
0.175,0.264,0.754,0.331,0.025,0.063,0.673,0.353,0.983,0.552,0
0.501,0.77,0.556,0.656,0.994,0.386,0.527,0.888,0.514,0.601,1
0.425,0.948,0.641,0.592,0.513,0.141,0.587,0.921,0.851,0.734,0
0.699,0.946,0.538,0.751,0.532,0.857,0.262,0.243,0.874,0.226,1
0.989,0.372,0.505,0.572,0.314,0.0,0.559,0.411,0.932,0.079,1
0.73,0.879,0.478,0.842,0.95,0.919,0.267,0.457,0.56,0.108,1
0.251,0.874,0.991,0.185,0.889,0.249,0.234,0.39,0.785,0.018,1
0.367,0.31,0.966,0.679,0.031,0.955,0.297,0.468,0.803,0.667,0
0.54,0.545,0.338,0.207,0.368,0.855,0.946,0.737,0.27,0.205,0
0.521,0.681,0.55,0.236,0.827,0.308,0.161,0.611,0.822,0.683,0
0.637,0.569,0.868,0.582,0.985,0.526,0.725,0.935,0.958,0.747,1
0.203,0.301,0.116,0.145,0.297,0.613,0.671,0.011,0.828,0.283,0
0.333,0.977,0.605,0.294,0.067,0.366,0.438,0.121,0.984,0.933,0
0.554,0.879,0.336,0.608,0.459,0.456,0.039,0.479,0.026,0.518,1
0.65,0.732,0.977,0.708,0.277,0.388,0.473,0.935,0.19,0.502,0
0.445,0.223,0.703,0.713,0.403,0.542,0.109,0.313,0.139,0.838,1
0.143,0.567,0.749,0.526,0.952,0.615,0.459,0.699,0.649,0.633,1
0.274,0.974,0.31,0.757,0.014,0.712,0.166,0.642,0.466,0.59,1
0.677,0.065,0.56,0.328,0.848,0.448,0.956,0.344,0.914,0.946,1
0.085,0.622,0.397,0.608,0.66,0.238,0.58,0.383,0.816,0.846,1
0.569,0.293,0.257,0.427,0.118,0.351,0.098,0.494,0.603,0.059,1
0.383,0.547,0.103,0.281,0.895,0.957,0.27,0.917,0.524,0.141,1
0.076,0.221,0.914,0.176,0.793,0.699,0.267,0.433,0.874,0.916,0
0.875,0.193,0.075,0.646,0.111,0.611,0.76,0.683,0.124,0.627,0
0.309,0.048,0.48,0.781,0.59,0.983,0.229,0.931,0.943,0.929,1
0.248,0.651,0.32,0.96,0.675,0.786,0.812,0.389,0.339,0.063,1
0.73,0.82,0.675,0.25,0.674,0.816,0.211,0.532,0.053,0.067,0
